id,Mk,Cn,e (g/km),Ft,Column1,e (g/m)
27716,AUDI,A4-ALLROAD-SPORT-TFSI-QUAT-S-A,152,PETROL,,0.152
472022,AUDI,A4-ALLROAD-TDI-QUATTRO,153,diesel,,0.153
447234,AUDI,A4-ALLROAD-TDI-QUATTRO-A,156,diesel,,0.156
466194,AUDI,A4-ALLROAD-TDI-QUATTRO-AUTO,143,diesel,,0.143
221313,AUDI,A4-ALLROAD-TDI-QUATTRO-S-A,141,diesel,,0.141
466252,AUDI,A4-ALLROAD-TFSI-QUATTRO-S-A,154,PETROL,,0.154
350941,AUDI,A4AR,156,Diesel,,0.156
472030,AUDI,A4-AROAD-SPORT-NAV-TDI-QUAT-SA,159,diesel,,0.159
472138,AUDI,A4-AROAD-SPORT-NAV-TFSI-QUAT-A,164,PETROL,,0.164
350930,AUDI,A4AV,123,Diesel,,0.123
444187,AUDI,A-4-AVANT,126,DIESEL,,0.126
482747,AUDI,"A4-AVANT-/-1,4-/-TFSI",131,PETROL,,0.131
482752,AUDI,"A4-AVANT-/-2,0-/-TDI",125,Diesel,,0.125
482780,AUDI,"A4-AVANT-/-2,0-/-TDI-AUT,",116,Diesel,,0.116
482813,AUDI,"A4-AVANT-/-2,0-/-TDI-Q-AUT,",123,Diesel,,0.123
482821,AUDI,"A4-AVANT-/-2,0-/-TFSI",129,PETROL,,0.129
482822,AUDI,"A4-AVANT-/-2,0-/-TFSI-AUT,",121,PETROL,,0.121
482826,AUDI,"A4-AVANT-/-2,0-/-TFSI-Q-AUT,",147,PETROL,,0.147
482827,AUDI,"A4-AVANT-/-3,0-/-TDI-Q-AUT,",142,Diesel,,0.142
482829,AUDI,"A4-AVANT-2,0-/-TDI",109,Diesel,,0.109
482831,AUDI,"A4-AVANT-2,0-/-TDI-Q-AUT,",123,Diesel,,0.123
482832,AUDI,"A4-AVANT-2,0-/-TFSI",132,PETROL,,0.132
466212,AUDI,A4-AVANT-TDI,142,diesel,,0.142
251430,AUDI,A4-LIMOUSINE,157,Diesel,,0.157
141168,AUDI,A4--Limousine,104,Diesel,,0.104
444199,AUDI,A-4-LIMOUSINE,125,PETROL,,0.125
183103,AUDI,A4-LIMOUSUNE,116,PETROL,,0.116
71978,AUDI,A4-SEDAN,146,PETROL,,0.146
472025,AUDI,A4-SE-TDI,112,diesel,,0.112
447394,AUDI,A4-SE-TDI-CVT,127,diesel,,0.127
440985,AUDI,A4-SE-TECHNIK-TDI,124,diesel,,0.124
466295,AUDI,A4-SE-TECHNIK-TDI-CVT,131,diesel,,0.131
483908,AUDI,A4-SE-TECHNIK-TDI-QUATTRO-AUTO,139,diesel,,0.139
459488,AUDI,A4-SE-TECHNIK-TDI-QUATTRO-S-A,145,diesel,,0.145
472164,AUDI,A4-SE-TECHNIK-ULTRA-TDI,114,diesel,,0.114
2002,AUDI,A4-SE-TFSI,132,PETROL,,0.132
483988,AUDI,A4-SE-TFSI-S-A,124,PETROL,,0.124
71434,AUDI,A4-SE-ULTRA-TDI,108,diesel,,0.108
483968,AUDI,A4-SE-ULTRA-TDI-S-A,104,diesel,,0.104
472023,AUDI,A4-S-LINE-BLACK-ED-+-TDI-CVT,127,diesel,,0.127
453199,AUDI,A4-S-LINE-BLACK-ED-+-TDI-QUAT,134,diesel,,0.134
484052,AUDI,A4-S-LINE-BLACK-ED+-TDI-QUAT-A,139,diesel,,0.139
483906,AUDI,A4-S-LINE-BLACK-EDITION-+-TDI,126,diesel,,0.126
459594,AUDI,A4-S-LINE-BLACK-EDITION-TDI,119,diesel,,0.119
472026,AUDI,A4-S-LINE-BLACK-ED-NAV-TDI,136,diesel,,0.136
453277,AUDI,A4-S-LINE-BLACK-ED-NAV-TDI-CVT,136,diesel,,0.136
441088,AUDI,A4-S-LINE-BLK-ED-NAV-TDI-QUAT,144,diesel,,0.144
478268,AUDI,A4-SLINE-BLKED-NAV-TDI-QUAT-SA,170,diesel,,0.17
459406,AUDI,A4-S-LINE-NAV-TDI-CVT,130,diesel,,0.13
472028,AUDI,A4-S-LINE-NAV-TDI-QUATTRO,140,diesel,,0.14
453359,AUDI,A4-S-LINE-NAV-ULTRA-TDI,114,diesel,,0.114
472162,AUDI,A4-S-LINE-TDI,124,diesel,,0.124
472135,AUDI,A4-S-LINE-TDI-CVT,127,diesel,,0.127
441087,AUDI,A4-S-LINE-TDI-QUATTRO,139,diesel,,0.139
447181,AUDI,A4-S-LINE-TDI-QUATTRO-A,139,diesel,,0.139
45707,AUDI,A4-S-LINE-TDI-QUATTRO-AUTO,142,diesel,,0.142
2001,AUDI,A4-S-LINE-TDI-QUATTRO-S-A,129,diesel,,0.129
478468,AUDI,A4-S-LINE-TDI-S-A,121,diesel,,0.121
478370,AUDI,A4-S-LINE-TDI-ULTRA,111,diesel,,0.111
52191,AUDI,A4-S-LINE-TDI-ULTRA-S-A,112,diesel,,0.112
52276,AUDI,A4-S-LINE-TFSI,139,PETROL,,0.139
64378,AUDI,A4-S-LINE-TFSI-QUATTRO-S-A,147,PETROL,,0.147
483965,AUDI,A4-S-LINE-TFSI-S-A,128,PETROL,,0.128
100944,AUDI,A4-SPORT-AVANT-QUATTRO,120,DIESEL,,0.12
483914,AUDI,A4-SPORT-TDI,109,diesel,,0.109
484060,AUDI,A4-SPORT-TDI-QUATTRO-S-A,126,diesel,,0.126
459430,AUDI,A4-SPORT-TDI-S-A,117,diesel,,0.117
459548,AUDI,A4-SPORT-TFSI,135,PETROL,,0.135
483832,AUDI,A4-SPORT-TFSI-QUATTRO-S-A,144,PETROL,,0.144
459405,AUDI,A4-SPORT-TFSI-S-A,124,PETROL,,0.124
483922,AUDI,A4-SPORT-ULTRA-TDI,111,diesel,,0.111
472040,AUDI,A4-SPORT-ULTRA-TDI-S-A,112,diesel,,0.112
478513,AUDI,A4-TDI,113,diesel,,0.113
472024,AUDI,A4-TECHNIK-TDI,120,diesel,,0.12
453235,AUDI,A4-TECHNIK-TDI-QUATTRO,139,diesel,,0.139
453329,AUDI,A4-ULTRA-S-LINE-TDI,107,diesel,,0.107
2038,AUDI,A4-ULTRA-S-LINE-TDI-S-A,109,diesel,,0.109
323574,AUDI,A5,184,PETROL,,0.184
114748,AUDI,A5-,184,PETROL,,0.184
482834,AUDI,"A5-/-2,0-/-TDI",127,Diesel,,0.127
482837,AUDI,"A5-/-2,0-/-TDI-AUT,",131,Diesel,,0.131
482842,AUDI,"A5-/-2,0-/-TDI-Q",136,Diesel,,0.136
70343,Audi,A5-Cabriolet,189,PETROL,,0.189
245835,AUDI,A5-COUP,144,PETROL,,0.144
438559,AUDI,A5-COUP-,162,DIESEL,,0.162
347764,AUDI,A5-COUPE,179,PETROL,,0.179
161626,AUDI,A5-COUPÉ,166,PETROL,,0.166
478271,AUDI,A5-SE-TDI,129,diesel,,0.129
459491,AUDI,A5-SE-TDI-AUTO,134,diesel,,0.134
441037,AUDI,A5-SE-TDI-CVT,123,diesel,,0.123
478359,AUDI,A5-SE-TDI-QUATTRO,135,diesel,,0.135
453075,AUDI,A5-SE-TDI-QUATTRO-S-A,139,diesel,,0.139
484053,AUDI,A5-SE-TDI-ULTRA,109,diesel,,0.109
52031,AUDI,A5-SE-TDI-ULTRA-S-A,111,diesel,,0.111
478367,AUDI,A5-SE-TECHNIK-TDI,126,diesel,,0.126
472095,AUDI,A5-SE-TECHNIK-TDI-AUTO,131,diesel,,0.131
447125,AUDI,A5-SE-TECHNIK-TDI-CVT,127,diesel,,0.127
453069,AUDI,A5-SE-TECHNIK-TDI-QUATTRO,141,diesel,,0.141
472154,AUDI,A5-SE-TECHNIK-TDI-QUATTRO-S-A,147,diesel,,0.147
478276,AUDI,A5-SE-TECHNIK-TDI-ULTRA,109,diesel,,0.109
478546,AUDI,A5-SE-TECHNIK-TFSI,141,PETROL,,0.141
478582,AUDI,A5-SE-TECHNIK-TFSI-AUTO,144,PETROL,,0.144
483992,AUDI,A5-SE-TECHNIK-TFSI-QUATTRO,159,PETROL,,0.159
484068,AUDI,A5-SE-TECHNIK-TFSI-QUATTRO-S-A,166,PETROL,,0.166
466286,AUDI,A5-SE-TFSI,142,PETROL,,0.142
466111,AUDI,A5-SE-TFSI-AUTO,144,PETROL,,0.144
466351,AUDI,A5-SE-TFSI-QUATTRO,149,PETROL,,0.149
447312,AUDI,A5-SE-TFSI-QUATTRO-AUTO,155,PETROL,,0.155
478350,AUDI,A5-SE-TFSI-QUATTRO-S-A,175,PETROL,,0.175
484102,AUDI,A5-S-LINE-BLACK-ED-+-TDI-CVT,127,diesel,,0.127
57539,AUDI,A5-S-LINE-BLACK-ED-+-TDI-QUAT,141,diesel,,0.141
453304,AUDI,A5-S-LINE-BLACK-ED+-TDI-QUAT-A,149,diesel,,0.149
483857,AUDI,A5-S-LINE-BLACK-ED-+-TFSI-QUAT,164,PETROL,,0.164
2028,AUDI,A5-S-LINE-BLACK-EDITION-+-TDI,132,diesel,,0.132
483927,AUDI,A5-S-LINE-BLACK-EDITION+-TDI-A,131,diesel,,0.131
478364,AUDI,A5-S-LINE-BLACK-EDITION-+-TFSI,148,PETROL,,0.148
484067,AUDI,A5-S-LINE-BLK-ED-+-TDI-QUAT-SA,164,diesel,,0.164
471964,AUDI,A5-S-LINE-BLK-ED-+-TFSI-AUTO,149,PETROL,,0.149
2027,AUDI,A5-SLINE-BLK-ED-+-TFSI-QUAT-SA,166,PETROL,,0.166
447154,AUDI,A5-S-LINE-SPEC-ED+-TDI-QUAT-A,154,diesel,,0.154
478603,AUDI,A5-S-LINE-SPEC-ED+-TDI-QUAT-SA,173,diesel,,0.173
483821,AUDI,A5-SLINE-SPEC-ED+-TFSI-QUAT-SA,175,PETROL,,0.175
483991,AUDI,A5-S-LINE-SPECIAL-ED-+-TDI,138,diesel,,0.138
483910,AUDI,A5-S-LINE-SPECIAL-ED-+-TDI-ATO,139,diesel,,0.139
478267,AUDI,A5-S-LINE-SPECIAL-ED-+-TDI-CVT,132,diesel,,0.132
484105,AUDI,A5-S-LINE-SPECIAL-ED-+-TFSI,157,PETROL,,0.157
45720,AUDI,A5-S-LINE-SPECIAL-ED-+-TFSI-A,156,PETROL,,0.156
447235,AUDI,A5-S-LINE-SPECIAL-EDITION-TDI,127,diesel,,0.127
453238,AUDI,A5-S-LINE-TDI,138,diesel,,0.138
45723,AUDI,A5-S-LINE-TDI-AUTO,139,diesel,,0.139
472134,AUDI,A5-S-LINE-TDI-CVT,132,diesel,,0.132
478384,AUDI,A5-S-LINE-TDI-QUATTRO,141,diesel,,0.141
472163,AUDI,A5-S-LINE-TDI-QUATTRO-AUTO,149,diesel,,0.149
472049,AUDI,A5-S-LINE-TDI-QUATTRO-S-A,173,diesel,,0.173
483980,AUDI,A5-S-LINE-TDI-S-A,113,diesel,,0.113
484014,AUDI,A5-S-LINE-TDI-ULTRA,111,diesel,,0.111
64381,AUDI,A5-S-LINE-TDI-ULTRA-S-A,111,diesel,,0.111
478479,AUDI,A5-S-LINE-TFSI,157,PETROL,,0.157
466125,AUDI,A5-S-LINE-TFSI-AUTO,156,PETROL,,0.156
466294,AUDI,A5-S-LINE-TFSI-CVT,134,PETROL,,0.134
52325,AUDI,A5-S-LINE-TFSI-QUATTRO,164,PETROL,,0.164
466284,AUDI,A5-S-LINE-TFSI-QUATTRO-S-A,167,PETROL,,0.167
45975,AUDI,A5-S-LINE-TFSI-S-A,123,PETROL,,0.123
59623,AUDI,A5-SPORTBACK,182,PETROL,,0.182
19142,AUDI,A5-SPORTPACK,164,DIESEL,,0.164
478588,AUDI,A5-SPORT-TDI-ULTRA,106,diesel,,0.106
14109,AUDI,A5-SPORT-TDI-ULTRA-S-A,111,diesel,,0.111
483976,AUDI,A5-SPORT-TFSI,127,PETROL,,0.127
478397,AUDI,A5-SPORT-TFSI-S-A,117,PETROL,,0.117
484051,AUDI,A5-ULTRA-SE-TDI,109,diesel,,0.109
59685,AUDI,A6,226,PETROL,,0.226
114749,AUDI,A6-,185,PETROL,,0.185
438510,AUDI,A-6,109,DIESEL,,0.109
482845,AUDI,"A6-/-2,0-/-TDI-AUT,",113,Diesel,,0.113
482852,AUDI,"A6-/-2,0-/-TDI-Q-AUT,",128,Diesel,,0.128
482857,AUDI,"A6-/-2,0-/-TFSI-AUT,",137,PETROL,,0.137
482859,AUDI,"A6-/-3,0-/-TDI-AUT,",115,Diesel,,0.115
482877,AUDI,"A6-/-3,0-/-TDI-Q-AUT,",164,Diesel,,0.164
483622,AUDI,"A6-/-AVANT-/-3,0-/-TDI-Q-AUT,",169,Diesel,,0.169
483626,AUDI,"A6-/-AVANT-2,0-/-TDI",132,Diesel,,0.132
483633,AUDI,"A6-/-AVANT-2,0-/-TDI-AUT,",118,Diesel,,0.118
483640,AUDI,"A6-/-AVANT-2,0-/-TDI-Q-AUT,",134,Diesel,,0.134
483648,AUDI,"A6-/-AVANT-2,0-/-TFSI-Q-AUT,",158,PETROL,,0.158
483652,AUDI,"A6-/-AVANT-3,0-/-TDI-Q-AUT,",169,Diesel,,0.169
356898,AUDI,A6A,144,Diesel,,0.144
2925,AUDI,A6-ALLROAD,185,PETROL,,0.185
485345,AUDI,A6-ALLROAD-,172,DIESEL,,0.172
59709,AUDI,A6-ALLROAD-QUATTRO,185,PETROL,,0.185
438507,AUDI,A-6-ALLROAD-QUATTRO,149,DIESEL,,0.149
483665,AUDI,"A6-ALLROAD-QUATTRO-/-3,0-/-TDI-AUT,",172,Diesel,,0.172
222080,AUDI,A6-ALLROAD-SPORT-TDI-QUAT-S-A,149,diesel,,0.149
32997,AUDI,A6-ALLROAD-SPORT-TDI-QUATTRO-A,172,diesel,,0.172
484029,AUDI,A6-ALLROAD-TDI-QUATTRO-AUTO,172,diesel,,0.172
64212,AUDI,A6-ALLROAD-TDI-QUATTRO-S-A,149,diesel,,0.149
350959,AUDI,A6AV,169,Diesel,,0.169
389824,AUDI,A6-AVANT,223,PETROL,,0.223
438504,AUDI,A-6-AVANT,114,DIESEL,,0.114
27614,AUDI,A6-AVANT-S-TDI-A,138,diesel,,0.138
458598,AUDI,A6-LIMOUSINE,190,PETROL,,0.19
438531,AUDI,A-6-LIMOUSINE,164,DIESEL,,0.164
438534,AUDI,A-6-QUATTRO,164,DIESEL,,0.164
453486,AUDI,A6-SEDAN,179,PETROL,,0.179
14154,AUDI,A6-SE-EXECUTIVE-TDI-QUATTRO-A,166,diesel,,0.166
483950,AUDI,A6-SE-EXECUTIVE-TDI-QUATTRO-SA,138,diesel,,0.138
20488,AUDI,A6-SE-EXECUTIVE-TDI-S-A,119,diesel,,0.119
64294,AUDI,A6-SE-EXECUTIVE-TDI-ULTRA,121,diesel,,0.121
64299,AUDI,A6-SE-EXECUTIVE-TDI-ULTRA-S-A,118,diesel,,0.118
489670,AUDI,A6-SE-TDI-QUATTRO-AUTO,164,diesel,,0.164
489396,AUDI,A6-SE-TDI-QUATTRO-S-A,144,diesel,,0.144
478337,AUDI,A6-SE-TDI-S-A,125,diesel,,0.125
71373,AUDI,A6-SE-TDI-ULTRA,124,diesel,,0.124
45996,AUDI,A6-SE-TDI-ULTRA-S-A,121,diesel,,0.121
2111,AUDI,A6-S-LINE-BLACK-EDITION-TDI-SA,124,diesel,,0.124
64216,AUDI,A6-S-LINE-BLACK-EDIT-TDI-ULTRA,124,diesel,,0.124
32995,AUDI,A6-S-LINE-BLACK-ED-TDI-QUAT-A,169,diesel,,0.169
45997,AUDI,A6-S-LINE-BLACK-ED-TDI-QUAT-SA,144,diesel,,0.144
71371,AUDI,A6-SLINE-BLACK-ED-TDI-ULTRA-SA,121,diesel,,0.121
14267,AUDI,A6-S-LINE-TDI,117,diesel,,0.117
2195,AUDI,A6-S-LINE-TDI-QUATTRO-AUTO,169,diesel,,0.169
71364,AUDI,A6-S-LINE-TDI-QUATTRO-S-A,144,diesel,,0.144
466089,AUDI,A6-S-LINE-TDI-S-A,125,diesel,,0.125
2136,AUDI,A6-S-LINE-TDI-ULTRA,124,diesel,,0.124
64281,AUDI,A6-S-LINE-TDI-ULTRA-S-A,121,diesel,,0.121
302233,AUDI,A7,182,PETROL,,0.182
114738,AUDI,A7-,182,PETROL,,0.182
483672,AUDI,"A7-/-3,0-/-TDI-Q-AUT,",142,Diesel,,0.142
484038,AUDI,A7-SE-EXECUTIVE-TDI-QUATTRO-SA,142,diesel,,0.142
483957,AUDI,A7-SE-EXECUTIVE-TDI-ULTRA-S-A,126,diesel,,0.126
483949,AUDI,A7-S-LINE-BLACK-EDIT-TDI-QUT-A,167,diesel,,0.167
483954,AUDI,A7-S-LINE-BLACK-ED-TDI-QUAT-SA,142,diesel,,0.142
71365,AUDI,A7-S-LINE-BLACK-ED-TFSI-QUT-SA,182,PETROL,,0.182
64257,AUDI,A7-S-LINE-TDI-QUATTRO-AUTO,167,diesel,,0.167
483953,AUDI,A7-S-LINE-TDI-QUATTRO-S-A,142,diesel,,0.142
14127,AUDI,A7-S-LINE-TDI-ULTRA-S-A,128,diesel,,0.128
2163,AUDI,A7-S-LINE-TFSI-QUATTRO-S-A,182,PETROL,,0.182
89267,Audi,A7-Sportback,182,PETROL,,0.182
141342,AUDI,A7--Sportback,142,Diesel,,0.142
444106,AUDI,A-7-SPORTBACK,167,DIESEL,,0.167
145096,AUDI,A7-Sportsback,138,Diesel,,0.138
310656,AUDI,A8,231,PETROL,,0.231
114842,AUDI,A8-,254,PETROL,,0.254
444114,AUDI,A-8,193,DIESEL,,0.193
483675,AUDI,"A8-/-3,0-/-TDI-L-Q-AUT,",159,Diesel,,0.159
483676,AUDI,"A8-/-3,0-/-TDI-Q-AUT,",155,Diesel,,0.155
489630,AUDI,A8-BLACK-EDITION-TDI-QUATTRO-A,196,diesel,,0.196
484074,AUDI,A8-EDITION-21-TDI-QUATTRO-AUTO,157,diesel,,0.157
114843,AUDI,A8L-,254,PETROL,,0.254
444111,AUDI,A-8-L,190,DIESEL,,0.19
2014,AUDI,A8-L-EDITION-21-TDI-QUATTRO-A,161,diesel,,0.161
441484,AUDI,A8-L-HYBRID,148,PETROL,,0.148
2224,AUDI,A8-L-SE-EXEC-TDI-QUATTRO-AUTO,194,diesel,,0.194
459511,AUDI,A8-L-SE-TDI-QUATTRO-AUTO,153,diesel,,0.153
14112,AUDI,A8-L-SPORT-EXEC-TDI-QUATTRO-A,158,diesel,,0.158
272310,AUDI,A8LW12,254,PETROL,,0.254
95688,AUDI,A8L-W12,254,PETROL,,0.254
125089,Audi,A8-L-W12,314,PETROL,,0.314
64389,AUDI,A8-L-W12-QUATTRO-AUTO,254,PETROL,,0.254
2050,AUDI,A8-SE-EXEC-TDI-QUATTRO-AUTO,193,diesel,,0.193
2011,AUDI,A8-SE-EXECUTIVE-TDI-QUATTRO-A,155,diesel,,0.155
52036,AUDI,A8-SE-TDI-QUATTRO-AUTO,155,diesel,,0.155
8558,AUDI,A8-SPORT-EXEC-TDI-QUATTRO-AUTO,155,diesel,,0.155
466233,AUDI,A8-SPORT-TDI-QUATTRO-AUTO,196,diesel,,0.196
134448,AUDI,AUDI,273,PETROL,,0.273
87494,AUDI,AUDI-A3,270,PETROL,,0.27
116530,AUDI,AUDI-A4,274,PETROL,,0.274
149753,AUDI,AUDI-A4-ALLROAD-QUATTRO,189,DIESEL,,0.189
149754,AUDI,AUDI-A4-AVANT,162,DIESEL,,0.162
386611,AUDI,AUDI-A5,295,PETROL,,0.295
29662,AUDI,AUDI-A5-SPORTBACK,142,Diesel,,0.142
87456,AUDI,AUDI-A6,256,PETROL,,0.256
156508,AUDI,"AUDI-A6,-S6",189,DIESEL,,0.189
149760,AUDI,AUDI-A6-ALLROAD-QUATTRO,232,DIESEL,,0.232
38238,AUDI,AUDI-A7,323,PETROL,,0.323
38547,AUDI,AUDI-A8,542,PETROL,,0.542
156486,AUDI,"AUDI-A8,-S8,-A8L",264,PETROL,,0.264
49525,AUDI,AUDI-Q3,228,PETROL,,0.228
145691,AUDI,AUDI-Q5,297,PETROL,,0.297
10378,AUDI,AUDI-Q7,416,PETROL,,0.416
15247,AUDI,AUDI-Q8,305,PETROL,,0.305
87467,AUDI,AUDI-R8,346,PETROL,,0.346
87496,AUDI,AUDI-RS3,189,PETROL,,0.189
87495,AUDI,AUDI-RS-3,189,PETROL,,0.189
101015,AUDI,AUDI-RS-3-SPORTBACK,194,PETROL,,0.194
87437,AUDI,AUDI-RS5,190,PETROL,,0.19
87502,AUDI,AUDI-RS-5,190,PETROL,,0.19
87460,AUDI,AUDI-RS7,224,PETROL,,0.224
129098,AUDI,AUDI-S5,276,PETROL,,0.276
447676,AUDI,AUDI-S6,225,PETROL,,0.225
454079,AUDI,AUDI-S7,222,PETROL,,0.222
87442,AUDI,AUDI-S8,237,PETROL,,0.237
43722,AUDI,AUDI-SQ5,206,PETROL,,0.206
15258,AUDI,AUDI-SQ7,199,DIESEL,,0.199
87484,AUDI,AUDI-TT,270,PETROL,,0.27
447474,AUDI,AUDI-TT-ROADSTER,161,PETROL,,0.161
87505,AUDI,AUDI-TTS,249,PETROL,,0.249
156453,AUDI,Q2,200,PETROL,,0.2
103031,AUDI,Q-2-,134,Diesel,,0.134
483677,AUDI,"Q2-/-1,4-/-TFSI",128,PETROL,,0.128
483679,AUDI,"Q2-/-1,4-/-TFSI-AUT,",125,PETROL,,0.125
483683,AUDI,"Q2-/-1,6-/-TDI",120,Diesel,,0.12
175587,AUDI,Q2-GA,114,Diesel,,0.114
138788,AUDI,Q2-SE-TDI,114,diesel,,0.114
39352,AUDI,Q2-SE-TFSI,124,PETROL,,0.124
20766,AUDI,Q2-SE-TFSI-S-A,119,PETROL,,0.119
489734,AUDI,Q2-S-LINE-ED-1-TDI-QUATTRO-S-A,131,diesel,,0.131
8775,AUDI,Q2-S-LINE-EDITION-1-TFSI,130,PETROL,,0.13
20712,AUDI,Q2-S-LINE-EDITION-1-TFSI-S-A,125,PETROL,,0.125
14184,AUDI,Q2-S-LINE-TDI,120,diesel,,0.12
14375,AUDI,Q2-SPORT-TDI,118,diesel,,0.118
32799,AUDI,Q2-SPORT-TFSI,128,PETROL,,0.128
27376,AUDI,Q2-SPORT-TFSI-S-A,123,PETROL,,0.123
310857,AUDI,Q3,203,PETROL,,0.203
114666,AUDI,Q3-,168,PETROL,,0.168
444140,AUDI,Q-3,135,PETROL,,0.135
483686,AUDI,"Q3-/-1,4-/-TFSI",127,PETROL,,0.127
483690,AUDI,"Q3-/-2,0-/-TDI",122,Diesel,,0.122
483706,AUDI,"Q3-/-2,0-/-TDI-AUT,",132,Diesel,,0.132
483713,AUDI,"Q3-/-2,0-/-TDI-Q",140,Diesel,,0.14
483723,AUDI,"Q3-/-2,0-/-TDI-Q-AUT,",139,Diesel,,0.139
483729,AUDI,"Q3-/-2,0-/-TFSI-Q-AUT,",152,PETROL,,0.152
49602,AUDI,"Q3-2,0-TFSI",170,PETROL,,0.17
49636,AUDI,"Q3-2,0-TFSI-QUATTRO",170,PETROL,,0.17
32678,AUDI,Q3-SE-TDI,124,diesel,,0.124
89039,AUDI,Q3-SE-TDI-QUATTRO,146,diesel,,0.146
2200,AUDI,Q3-SE-TDI-QUATTRO-S-A,144,diesel,,0.144
234686,AUDI,Q3-SE-TFSI,136,PETROL,,0.136
64304,AUDI,Q3-SE-TFSI-QUATTRO-S-A,161,PETROL,,0.161
8859,AUDI,Q3-SE-TFSI-S-A,143,PETROL,,0.143
14303,AUDI,Q3-S-LINE-+-TDI-QUATTRO,148,diesel,,0.148
64838,AUDI,Q3-S-LINE-+-TDI-QUATTRO-S-A,146,diesel,,0.146
64262,AUDI,Q3-S-LINE-+-TFSI-QUATTRO-S-A,161,PETROL,,0.161
45876,AUDI,Q3-S-LINE-BLACK-ED-TDI-QUAT-SA,144,diesel,,0.144
8712,AUDI,Q3-S-LINE-BLACK-ED-TDI-QUATTRO,146,diesel,,0.146
1948,AUDI,Q3-S-LINE-BLK-ED-TFSI-QUAT-SA,161,PETROL,,0.161
89045,AUDI,Q3-S-LINE-EDITION-TDI,119,diesel,,0.119
2209,AUDI,Q3-S-LINE-EDITION-TDI-QUATTRO,146,diesel,,0.146
8711,AUDI,Q3-S-LINE-EDITION-TFSI,134,PETROL,,0.134
95783,AUDI,Q3-S-LINE-EDITION-TFSI-S-A,143,PETROL,,0.143
489511,AUDI,Q3-S-LINE-ED-TDI-QUATTRO-S-A-,140,diesel,,0.14
8867,AUDI,Q3-S-LINE-ED-TFSI-QUATTRO-S-A,161,PETROL,,0.161
8751,AUDI,Q3-S-LINE-NAVIGATION-TDI,124,diesel,,0.124
32683,AUDI,Q3-S-LINE-NAVIGATION-TDI-QUAT,146,diesel,,0.146
20577,AUDI,Q3-S-LINE-NAVIGATION-TFSI,134,PETROL,,0.134
89041,AUDI,Q3-S-LINE-NAVIGATION-TFSI-S-A,143,PETROL,,0.143
64220,AUDI,Q3-S-LINE-NAV-TDI-QUAT-S-A,144,diesel,,0.144
8752,AUDI,Q3-S-LINE-NAV-TFSI-QUAT-S-A,161,PETROL,,0.161
8749,AUDI,Q3-S-LINE-TDI,124,diesel,,0.124
20664,AUDI,Q3-S-LINE-TDI-QUATTRO,148,diesel,,0.148
2201,AUDI,Q3-S-LINE-TDI-QUATTRO-S-A,146,diesel,,0.146
2182,AUDI,Q3-S-LINE-TFSI,134,PETROL,,0.134
1910,AUDI,Q3-S-LINE-TFSI-QUATTRO-S-A,161,PETROL,,0.161
8627,AUDI,Q3-S-LINE-TFSI-S-A,143,PETROL,,0.143
8583,AUDI,Q3-SPORT-TDI,117,diesel,,0.117
95785,AUDI,Q3-SPORT-TDI-QUATTRO,129,diesel,,0.129
2208,AUDI,Q3-SPORT-TDI-QUATTRO-S-A,136,diesel,,0.136
8631,AUDI,Q3-SPORT-TFSI,127,PETROL,,0.127
489453,AUDI,Q3-SPORT-TFSI-QUATTRO-S-A,152,PETROL,,0.152
45738,AUDI,Q3-SPORT-TFSI-S-A,136,PETROL,,0.136
43744,AUDI,Q5,199,PETROL,,0.199
114733,AUDI,Q5-,181,PETROL,,0.181
444136,AUDI,Q-5,169,PETROL,,0.169
483733,AUDI,"Q5-/-2,0-/-TDI",133,Diesel,,0.133
483737,AUDI,"Q5-/-2,0-/-TDI-Q",151,Diesel,,0.151
483751,AUDI,"Q5-/-2,0-/-TDI-Q-AUT,",157,Diesel,,0.157
483760,AUDI,"Q5-/-2,0-/-TFSI-Q",173,PETROL,,0.173
483762,AUDI,"Q5-/-2,0-/-TFSI-Q-AUT,",169,PETROL,,0.169
43755,AUDI,"Q5-2,0-TFSI-QUATTRO",180,PETROL,,0.18
43788,AUDI,"Q5-3,0-TFSI-QUATTRO",199,PETROL,,0.199
306736,AUDI,Q5-HYBRID,159,PETROL,,0.159
1869,AUDI,Q5-SE-TDI-QUATTRO,153,diesel,,0.153
64386,AUDI,Q5-SE-TDI-QUATTRO-AUTO,163,diesel,,0.163
483985,AUDI,Q5-SE-TFSI-QUATTRO,179,PETROL,,0.179
64387,AUDI,Q5-SE-TFSI-QUATTRO-AUTO,174,PETROL,,0.174
466203,AUDI,Q5-S-LINE-+-SP-ED-TDI-QUATTRO,153,diesel,,0.153
2048,AUDI,Q5-S-LINE+-SP-ED-TDI-QUATTRO-A,157,diesel,,0.157
52032,AUDI,Q5-S-LINE-+-TDI-QUATTRO,154,diesel,,0.154
1874,AUDI,Q5-S-LINE-+-TDI-QUATTRO-AUTO,163,diesel,,0.163
483986,AUDI,Q5-S-LINE-+-TFSI-QUATTRO,181,PETROL,,0.181
483983,AUDI,Q5-S-LINE-+-TFSI-QUATTRO-AUTO,174,PETROL,,0.174
459674,AUDI,Q5-S-LINE-PLUS-TDI-QUATTRO,154,diesel,,0.154
466174,AUDI,Q5-S-LINE-PLUS-TDI-QUATTRO-A,159,diesel,,0.159
