id,Mk,Cn,e (g/km),Ft,Column1,e (g/m)
273113,MERCEDES,S500-L-AMG-LINE-AUTO,208,PETROL,,0.208
171466,MERCEDES,S-500-L-AMG-LINE-AUTO,208,PETROL,,0.208
146156,MERCEDES,S-500-L-AMG-LINE-EXECUTIVE-A,208,PETROL,,0.208
194621,MERCEDES,S-600-L-AMG-LINE-AUTO,268,PETROL,,0.268
152139,MERCEDES,S600-LIMOUSINE-A,274,PETROL,,0.274
469524,MERCEDES,S600-MAYBACH,274,PETROL,,0.274
152140,MERCEDES,S600-MAYBACH-AUTO,274,PETROL,,0.274
239378,MERCEDES,S63-AMG-AUTO,237,PETROL,,0.237
273112,MERCEDES,S63-AMG-L-AUTO,237,PETROL,,0.237
83723,MERCEDES,S63-L-AMG-EXECUTIVE-AUTO,237,PETROL,,0.237
171464,MERCEDES,S65-AMG-L-AUTO,279,PETROL,,0.279
226306,MERCEDES,SL350-AUTO,120,diesel,,0.12
24845,MERCEDES,SL400,179,PETROL,,0.179
340634,MERCEDES,SL400-2LOOK-EDITION-AUTO,179,PETROL,,0.179
232763,MERCEDES,SL-400-AMG-LINE-AUTO,175,PETROL,,0.175
263866,MERCEDES,SL400-AMG-SPORT-AUTO,179,PETROL,,0.179
245289,MERCEDES,SL400-AUTO,179,PETROL,,0.179
219975,MERCEDES,SL-400-EDITION-AUTO,175,PETROL,,0.175
309533,MERCEDES,SL400-MILLE-MIGLIA-417-ED-AUTO,183,PETROL,,0.183
464074,MERCEDES,SL500,221,PETROL,,0.221
300905,MERCEDES,SL500-2LOOK-EDITION-AUTO,212,PETROL,,0.212
219927,MERCEDES,SL-500-AMG-LINE-AUTO,205,PETROL,,0.205
232762,MERCEDES,SL500-AMG-SPORT-AUTO,212,PETROL,,0.212
152461,MERCEDES,SL500-MILLE-MIGLIA-417-ED-AUTO,221,PETROL,,0.221
251924,MERCEDES,SL63-AMG-AUTO,234,PETROL,,0.234
277512,MERCEDES,SLC-180-AMG-LINE,134,PETROL,,0.134
251292,MERCEDES,SLC-180-AMG-LINE-AUTO,139,PETROL,,0.139
232880,MERCEDES,SLC-200-AMG-LINE,150,PETROL,,0.15
232879,MERCEDES,SLC-200-AMG-LINE-AUTO,143,PETROL,,0.143
334131,MERCEDES,SLC-200-SPORT,150,PETROL,,0.15
201721,MERCEDES,SLC-200-SPORT-AUTO,137,PETROL,,0.137
491355,MERCEDES,SLC250-D,114,DIESEL,,0.114
258480,MERCEDES,SLC-250-D-AMG-LINE-AUTO,123,diesel,,0.123
194455,MERCEDES,SLC-250-D-SPORT-AUTO,114,diesel,,0.114
301955,MERCEDES,SLC-300-AMG-LINE-AUTO,144,PETROL,,0.144
51870,MERCEDES,SLK200,151,PETROL,,0.151
201526,MERCEDES,SLK-200-AMG-SPORT,150,PETROL,,0.15
273258,MERCEDES,SLK-200-AMG-SPORT-AUTO,137,PETROL,,0.137
245564,MERCEDES,SLK200-AMG-SPORT-BLUE-CIENCY,158,PETROL,,0.158
480272,MERCEDES,SLK250,153,PETROL,,0.153
334130,MERCEDES,SLK250-AMG-SPORT-CDI-BLUE-CY-A,132,diesel,,0.132
464031,MERCEDES,SLK-250-CDI,132,DIESEL,,0.132
245282,MERCEDES,SLK-250-D-AMG-SPORT-AUTO,114,diesel,,0.114
219723,MERCEDES,SLK-250-D-AUTO,114,diesel,,0.114
301019,MERCEDES,SLK-300-AMG-SPORT-AUTO,138,PETROL,,0.138
464047,MERCEDES,SLK350,167,PETROL,,0.167
219976,MERCEDES,SPRINTER-210-CDI,223,diesel,,0.223
301029,MERCEDES,SPRINTER-211CDI,220,diesel,,0.22
194571,MERCEDES,SPRINTER-311CDI,220,diesel,,0.22
88775,MERCEDES,SPRINTER-313-BLUETEC,179,diesel,,0.179
226107,MERCEDES,SPRINTER-313-CDI,210,diesel,,0.21
346812,MERCEDES,SPRINTER-314CDI,218,diesel,,0.218
340637,MERCEDES,SPRINTER-315-CDI-CREW-MWB,161,diesel,,0.161
251328,MERCEDES,SPRINTER-315-CDI-SWB,139,PETROL,,0.139
333965,MERCEDES,SPRINTER-316-CDI,210,diesel,,0.21
329394,MERCEDES,TOURISTER,186,DIESEL,,0.186
296069,MERCEDES,V220-D-SE-AUTO,163,diesel,,0.163
183326,MERCEDES,V220-D-SPORT-AUTO,163,diesel,,0.163
226109,MERCEDES,V220-SE-BLUETEC-AUTO,163,diesel,,0.163
183327,MERCEDES,V220-SPORT-BLUETEC-AUTO,163,diesel,,0.163
183323,MERCEDES,V250-BLUETEC-AUTO,166,diesel,,0.166
189263,MERCEDES,V-250-D-AMG-LINE-AUTO,166,diesel,,0.166
226199,MERCEDES,V250-D-SPORT-AUTO,166,diesel,,0.166
226291,MERCEDES,V250-SE-BLUETEC-AUTO,166,diesel,,0.166
176980,MERCEDES,V250-SPORT-BLUETEC-AUTO,166,diesel,,0.166
191855,MERCEDES,V-CLASS,166,Diesel,,0.166
214422,MERCEDES,VIANO-AMBIENT-3.0CDI-BLUE-CY-A,224,diesel,,0.224
259218,MERCEDES,VITO,232,DIESEL,,0.232
183325,MERCEDES,VITO-109-BLUETEC-TOURER-PRO,164,diesel,,0.164
176983,MERCEDES,VITO-109-BLUETEC-TOURER-SELECT,164,diesel,,0.164
226112,MERCEDES,VITO-111-BLUETEC-TOURER-PRO,164,diesel,,0.164
219715,MERCEDES,VITO-111-BLUETEC-TOURER-SELECT,164,diesel,,0.164
264154,MERCEDES,VITO-113-BLUE-CY-LSM-CDI-A,211,diesel,,0.211
176982,MERCEDES,VITO-114-BLUETEC-TOURER-PRO,171,diesel,,0.171
183329,MERCEDES,VITO-114-BLUETEC-TOURER-SELECT,171,diesel,,0.171
152450,MERCEDES,VITO-116-BLUETEC-TOURER-PRO,163,diesel,,0.163
152451,MERCEDES,VITO-116-BLUETEC-TOURER-SELECT,163,diesel,,0.163
214447,MERCEDES,VITO-119-BLUETEC-TOURER-PRO-A,158,diesel,,0.158
152452,MERCEDES,VITO-119-B-TEC-TOURER-SELECT-A,158,diesel,,0.158
352458,MERCEDES,VITO-BASE-111-BLUETEC,164,diesel,,0.164
191846,MERCEDES,VITO-TOURET,161,Diesel,,0.161
111532,MERCEDES,V-KLASSE-I-MODILITY,158,DIESEL,,0.158
6856,MERCEDES AMG,CLASSE-C,209,PETROL,,0.209
445078,MERCEDES AMG,CLASSE-CLS,251,PETROL,,0.251
445086,MERCEDES AMG,CLASSE-GLA,175,PETROL,,0.175
6871,MERCEDES AMG,GT,219,PETROL,,0.219
92346,MERCEDES-AMG,A-45-AMG-4MATIC,171,PETROL,,0.171
177494,MERCEDES-AMG,AMG-A-45,171,PETROL,,0.171
218648,MERCEDES-AMG,AMG-C63,200,PETROL,,0.2
218647,MERCEDES-AMG,AMG-C63-S,209,PETROL,,0.209
388080,MERCEDES-AMG,AMG-CLA-45,172,PETROL,,0.172
387957,MERCEDES-AMG,AMG-CLS-63,288,PETROL,,0.288
92356,MERCEDES-AMG,AMG-CLS-63-S-4MATIC,251,PETROL,,0.251
388019,MERCEDES-AMG,AMG-E43,192,PETROL,,0.192
395509,MERCEDES-AMG,AMG-G-500,289,PETROL,,0.289
388079,MERCEDES-AMG,AMG-GLA-45,175,PETROL,,0.175
177506,MERCEDES-AMG,AMG-GLE-63,278,PETROL,,0.278
387943,MERCEDES-AMG,AMG-GLE-63S,278,PETROL,,0.278
177472,MERCEDES-AMG,AMG-GLE-63-S,278,PETROL,,0.278
387927,MERCEDES-AMG,AMG-GLS-43,209,PETROL,,0.209
177487,MERCEDES-AMG,AMG-GLS-63,288,PETROL,,0.288
414707,MERCEDES-AMG,AMG-GT-R,390,PETROL,,0.39
177471,MERCEDES-AMG,AMG-GT-S,224,PETROL,,0.224
173506,MERCEDES-AMG,AMG-S63,237,PETROL,,0.237
173521,MERCEDES-AMG,AMG-S63-4MATIC,244,PETROL,,0.244
173498,MERCEDES-AMG,AMG-S65,279,PETROL,,0.279
177503,MERCEDES-AMG,AMG-S-65,279,PETROL,,0.279
151257,MERCEDES-AMG,AMG-SL63,234,PETROL,,0.234
177480,MERCEDES-AMG,AMG-SL-63,234,PETROL,,0.234
151256,MERCEDES-AMG,AMG-SL65,279,PETROL,,0.279
218626,MERCEDES-AMG,C63-AMG,280,PETROL,,0.28
218625,MERCEDES-AMG,C63-AMG-BLACK-SERIES,286,PETROL,,0.286
479964,MERCEDES-AMG,E63,247,PETROL,,0.247
257958,MERCEDES-AMG,E63-AMG,295,PETROL,,0.295
258201,MERCEDES-AMG,E63-AMG-4MATIC,247,PETROL,,0.247
414711,MERCEDES-AMG,G-GT-R,259,PETROL,,0.259
304001,MERCEDES-AMG,GL63-AMG,288,PETROL,,0.288
304008,MERCEDES-AMG,GL-63-AMG,288,PETROL,,0.288
304000,MERCEDES-AMG,ML63-AMG,276,PETROL,,0.276
173488,MERCEDES-AMG,S63-AMG,237,PETROL,,0.237
173479,MERCEDES-AMG,S65-AMG,279,PETROL,,0.279
427048,MERCEDES-AMG,SL63-AMG,234,PETROL,,0.234
414715,MERCEDES-AMG,SLS-AMG,308,PETROL,,0.308
414712,MERCEDES-AMG,SLS-AMG-GT,321,PETROL,,0.321
380824,MERCEDES-BENZ,114,161,Diesel,,0.161
387032,MERCEDES-BENZ,116,163,Diesel,,0.163
197463,MERCEDES-BENZ,204,150,PETROL,,0.15
402523,MERCEDES-BENZ,250,152,PETROL,,0.152
145695,MERCEDES-BENZ,204-XGLC-250-D-4MATIC,143,PETROL,,0.143
207054,MERCEDES-BENZ,212---G,116,NG-biomethane,,0.116
128424,MERCEDES-BENZ,3-350-4MATIC,184,PETROL,,0.184
387004,MERCEDES-BENZ,A,162,PETROL,,0.162
6201,MERCEDES-BENZ,A-/-160-/,126,PETROL,,0.126
6203,MERCEDES-BENZ,A-/-160-/-D,102,Diesel,,0.102
6205,MERCEDES-BENZ,A-/-180-/,131,PETROL,,0.131
6209,MERCEDES-BENZ,A-/-180-/-AUT.,126,PETROL,,0.126
6210,MERCEDES-BENZ,A-/-180-/-D,102,Diesel,,0.102
6215,MERCEDES-BENZ,A-/-180-/-D-AUT.,101,Diesel,,0.101
6219,MERCEDES-BENZ,A-/-200-/,132,PETROL,,0.132
6221,MERCEDES-BENZ,A-/-200-/-AUT.,124,PETROL,,0.124
6223,MERCEDES-BENZ,A-/-200-/-D,111,Diesel,,0.111
6226,MERCEDES-BENZ,A-/-200-/-D-AUT.,108,Diesel,,0.108
6229,MERCEDES-BENZ,A-/-220-/-D-4MATIC,124,Diesel,,0.124
6230,MERCEDES-BENZ,A-/-250-/-4-MATIC-AUT.,152,PETROL,,0.152
6231,MERCEDES-BENZ,A-/-250-/-AUT.,143,PETROL,,0.143
6232,MERCEDES-BENZ,A-/-45-AMG-/-4-MATIC-AUT.,171,PETROL,,0.171
15753,MERCEDES-BENZ,A160,128,PETROL,,0.128
191543,MERCEDES-BENZ,A-160-CDI,129,Diesel,,0.129
202353,MERCEDES-BENZ,A-160-D,107,Diesel,,0.107
420017,MERCEDES-BENZ,A180,134,PETROL,,0.134
402499,MERCEDES-BENZ,A-180,171,PETROL,,0.171
229910,MERCEDES-BENZ,A-180-,102,Diesel,,0.102
15745,MERCEDES-BENZ,A180-CDI,101,DIESEL,,0.101
420030,MERCEDES-BENZ,A180D,107,DIESEL,,0.107
202360,MERCEDES-BENZ,A-180-D,107,Diesel,,0.107
197514,MERCEDES-BENZ,A-180-D-245-G,102,Diesel,,0.102
241601,MERCEDES-BENZ,A-200-,132,PETROL,,0.132
218716,MERCEDES-BENZ,A-200-CDI,118,DIESEL,,0.118
203305,Mercedes-Benz,A-200-CDI-4MATIC,127,Diesel,,0.127
140415,MERCEDES-BENZ,A-200D,112,DIESEL,,0.112
140411,MERCEDES-BENZ,A-200-D,124,DIESEL,,0.124
207457,Mercedes-Benz,A-200-d-4MATIC,127,Diesel,,0.127
402496,MERCEDES-BENZ,A-220,156,PETROL,,0.156
230134,MERCEDES-BENZ,A-220-4MATIC,156,PETROL,,0.156
74201,MERCEDES-BENZ,A-220-CDI,115,Diesel,,0.115
321546,MERCEDES-BENZ,A-220-CDI-4MATIC,124,Diesel,,0.124
420003,MERCEDES-BENZ,A-220D,109,DIESEL,,0.109
174030,MERCEDES-BENZ,A-220-D,109,Diesel,,0.109
224868,MERCEDES-BENZ,A-220-D-4MATIC,127,DIESEL,,0.127
202396,MERCEDES-BENZ,A-250,158,PETROL,,0.158
174065,MERCEDES-BENZ,A-250-4MATIC,156,PETROL,,0.156
247789,MERCEDES-BENZ,A-45,165,PETROL,,0.165
253748,MERCEDES-BENZ,AMG,322,PETROL,,0.322
128384,MERCEDES-BENZ,AMG-C-43,199,PETROL,,0.199
128612,MERCEDES-BENZ,AMG-C-63,306,PETROL,,0.306
128614,MERCEDES-BENZ,AMG-C-63-CABRIO,208,PETROL,,0.208
129122,MERCEDES-BENZ,AMG-C-63-S,322,PETROL,,0.322
292160,MERCEDES-BENZ,AMG-CLS-63-4MATIC,251,PETROL,,0.251
145809,MERCEDES-BENZ,AMG-E-43-4MATIC,220,PETROL,,0.22
145756,MERCEDES-BENZ,AMG-E-43-SPORT,255,PETROL,,0.255
145757,MERCEDES-BENZ,AMG-E-50-SPORT,255,PETROL,,0.255
145810,MERCEDES-BENZ,AMG-E-63,230,PETROL,,0.23
134570,MERCEDES-BENZ,AMG-E-63-4MATIC,312,PETROL,,0.312
145811,MERCEDES-BENZ,AMG-E-63-S-4MATIC,321,PETROL,,0.321
145451,MERCEDES-BENZ,AMG-G-63-HAMANN,322,PETROL,,0.322
309070,MERCEDES-BENZ,AMG-G-65,397,PETROL,,0.397
317069,MERCEDES-BENZ,AMG-GLC-43,203,PETROL,,0.203
240781,MERCEDES-BENZ,AMG--GLC-43,203,PETROL,,0.203
128580,MERCEDES-BENZ,AMG-GT,271,PETROL,,0.271
128584,MERCEDES-BENZ,AMG-GT-C,280,PETROL,,0.28
128590,MERCEDES-BENZ,AMG-GTS,219,PETROL,,0.219
37080,MERCEDES-BENZ,AMG-GT-S-/-AUT.,219,PETROL,,0.219
134773,MERCEDES-BENZ,AMG-S-63,406,PETROL,,0.406
134780,MERCEDES-BENZ,AMG-S-63-4MATIC,248,PETROL,,0.248
195632,MERCEDES-BENZ,AMG--S-63-4MATIC,242,PETROL,,0.242
134783,MERCEDES-BENZ,AMG-S-63-AMG,237,PETROL,,0.237
195678,MERCEDES-BENZ,AMG-SL-65,279,PETROL,,0.279
181514,MERCEDES-BENZ,AMG-SLC-43,178,PETROL,,0.178
386977,MERCEDES-BENZ,B,132,PETROL,,0.132
6235,MERCEDES-BENZ,B-/-160-/,127,PETROL,,0.127
6237,MERCEDES-BENZ,B-/-160-/-AUT.,129,PETROL,,0.129
6239,MERCEDES-BENZ,B-/-160-/-D,107,Diesel,,0.107
6242,MERCEDES-BENZ,B-/-180-/,132,PETROL,,0.132
6248,MERCEDES-BENZ,B-/-180-/-AUT,130,PETROL,,0.13
6252,MERCEDES-BENZ,B-/-180-/-CDI,108,Diesel,,0.108
6254,MERCEDES-BENZ,B-/-180-/-CDI-AUT.,107,Diesel,,0.107
6259,MERCEDES-BENZ,B-/-180-/-D,113,Diesel,,0.113
6263,MERCEDES-BENZ,B-/-180-/-D-AUT.,107,Diesel,,0.107
6268,MERCEDES-BENZ,B-/-200-/-AUT.,130,PETROL,,0.13
6274,MERCEDES-BENZ,B-/-200-/-D,117,Diesel,,0.117
6278,MERCEDES-BENZ,B-/-200-/-D-4-MATIC-AUT.,130,Diesel,,0.13
6285,MERCEDES-BENZ,B-/-200-/-D-AUT.,111,Diesel,,0.111
6290,MERCEDES-BENZ,B-/-220-/-D-AUT.,108,Diesel,,0.108
235761,MERCEDES-BENZ,B-160,132,PETROL,,0.132
218735,MERCEDES-BENZ,B-160-CDI,108,DIESEL,,0.108
409693,MERCEDES-BENZ,B160D,107,Diesel,,0.107
409692,MERCEDES-BENZ,B-160D,104,Diesel,,0.104
207396,Mercedes-Benz,B-160-d,113,Diesel,,0.113
235768,MERCEDES-BENZ,B-180,141,PETROL,,0.141
409609,MERCEDES-BENZ,B-180-D,152,Diesel,,0.152
225149,MERCEDES-BENZ,B-200,141,PETROL,,0.141
235078,MERCEDES-BENZ,B-200-,117,Diesel,,0.117
140448,MERCEDES-BENZ,B-200-4MATIC,154,PETROL,,0.154
225190,MERCEDES-BENZ,B-200-C,119,NG-BIOMETHANE,,0.119
207244,Mercedes-Benz,B-200-CDI-4MATIC,131,Diesel,,0.131
424489,MERCEDES-BENZ,B-200-CL-4-MATIC,130,Diesel,,0.13
409738,MERCEDES-BENZ,B-200-D,130,Diesel,,0.13
211908,Mercedes-Benz,B-200-d-4MATIC,131,Diesel,,0.131
218764,MERCEDES-BENZ,B-200-NATURAL-GAS,119,NG-BIOMETHANE,,0.119
409744,MERCEDES-BENZ,B220,156,PETROL,,0.156
409732,MERCEDES-BENZ,B-220,158,PETROL,,0.158
171145,MERCEDES-BENZ,B-220-4MATIC,158,PETROL,,0.158
203284,Mercedes-Benz,B-220-CDI,111,Diesel,,0.111
224853,MERCEDES-BENZ,B-220-CDI-4MATIC,131,DIESEL,,0.131
409742,MERCEDES-BENZ,B-220-D,130,Diesel,,0.13
207392,Mercedes-Benz,B-220-d-4MATIC,131,Diesel,,0.131
202438,MERCEDES-BENZ,B-220-D-4MATIC-DAIMLER-AG,130,Diesel,,0.13
207431,Mercedes-Benz,B-250,157,PETROL,,0.157
211968,Mercedes-Benz,B-250-4MATIC,158,PETROL,,0.158
174026,MERCEDES-BENZ,B-250-E,0,Electric,,0
140389,MERCEDES-BENZ,B-CLASS-ELECTRIC-DRIVE,0,ELECTRIC,,0
380977,MERCEDES-BENZ,C,138,PETROL,,0.138
6293,MERCEDES-BENZ,C-/-180-/,122,PETROL,,0.122
6299,MERCEDES-BENZ,C-/-180-/-AUT.,132,PETROL,,0.132
6300,MERCEDES-BENZ,C-/-180-/-BLUETEC,102,Diesel,,0.102
6301,MERCEDES-BENZ,C-/-180-/-D,101,Diesel,,0.101
6305,MERCEDES-BENZ,C-/-180-/-D-AUT.,111,Diesel,,0.111
6307,MERCEDES-BENZ,C-/-180-T-/,125,PETROL,,0.125
11874,MERCEDES-BENZ,C-/-200-/,132,PETROL,,0.132
11876,MERCEDES-BENZ,C-/-200-/-4-MATIC-AUT.,157,PETROL,,0.157
11879,MERCEDES-BENZ,C-/-200-/-AUT.,137,PETROL,,0.137
11881,MERCEDES-BENZ,C-/-200-/-BLUETEC,106,Diesel,,0.106
11882,MERCEDES-BENZ,C-/-200-/-BLUETEC-AUT.,112,Diesel,,0.112
11887,MERCEDES-BENZ,C-/-200-/-D,106,Diesel,,0.106
11893,MERCEDES-BENZ,C-/-200-/-D-AUT.,121,Diesel,,0.121
11895,MERCEDES-BENZ,C-/-200-T-/-AUT.,128,PETROL,,0.128
11896,MERCEDES-BENZ,C-/-200-T-/-BLUETEC,111,Diesel,,0.111
11897,MERCEDES-BENZ,C-/-200-T-/-D-AUT.,119,Diesel,,0.119
11903,MERCEDES-BENZ,C-/-220-/-D,116,Diesel,,0.116
11906,MERCEDES-BENZ,C-/-220-/-D-4-MATIC-AUT.,132,Diesel,,0.132
11915,MERCEDES-BENZ,C-/-220-/-D-AUT.,117,Diesel,,0.117
11919,MERCEDES-BENZ,C-/-220-T-/-D-4-MATIC-AUT.,134,Diesel,,0.134
11924,MERCEDES-BENZ,C-/-220-T-/-D-AUT.,114,Diesel,,0.114
11928,MERCEDES-BENZ,C-/-250-/-AUT.,131,PETROL,,0.131
11929,MERCEDES-BENZ,C-/-250-/-BLUETEC-4--MATIC-AUT.,134,Diesel,,0.134
11931,MERCEDES-BENZ,C-/-250-/-D-4-MATIC-AUT.,132,Diesel,,0.132
11930,MERCEDES-BENZ,C-/-250-/-D-4--MATIC-AUT.,132,Diesel,,0.132
11933,MERCEDES-BENZ,C-/-250-/-D-AUT.,117,Diesel,,0.117
11935,MERCEDES-BENZ,C-/-250-T-/-D-4-MATIC-AUT.,134,Diesel,,0.134
11940,MERCEDES-BENZ,C-/-300-/-AUT.,157,PETROL,,0.157
11941,MERCEDES-BENZ,C-/-350-/-E-AUT.,48,PETROL-electric,,0.048
11943,MERCEDES-BENZ,C-/-350-T-/-E-AUT.,49,PETROL-electric,,0.049
11945,MERCEDES-BENZ,C-/-450-/-4-MATIC-AUT.,183,PETROL,,0.183
201861,MERCEDES-BENZ,C-160,136,PETROL,,0.136
198076,Mercedes-Benz,C-180,154,PETROL,,0.154
203192,Mercedes-Benz,C-180-d,124,Diesel,,0.124
43970,MERCEDES-BENZ,C-180-KOMPRESSOR,196,PETROL,,0.196
15730,MERCEDES-BENZ,C200,133,PETROL,,0.133
15735,MERCEDES-BENZ,C200-4MATIC,157,PETROL,,0.157
198080,Mercedes-Benz,C-200-4MATIC,171,PETROL,,0.171
198120,Mercedes-Benz,C-200-BLUETEC,121,Diesel,,0.121
44097,MERCEDES-BENZ,C-200CDI,133,Diesel,,0.133
415491,MERCEDES-BENZ,C-200D,114,Diesel,,0.114
202981,Mercedes-Benz,C-200-d,124,Diesel,,0.124
128407,MERCEDES-BENZ,C-200-L-4MATIC,148,PETROL,,0.148
420085,MERCEDES-BENZ,C220,123,DIESEL,,0.123
241738,MERCEDES-BENZ,C-220,140,Diesel,,0.14
151151,MERCEDES-BENZ,C-220-BLUETEC,126,DIESEL,,0.126
129025,MERCEDES-BENZ,C-220-BLUETEC-4MATIC,114,DIESEL,,0.114
395750,MERCEDES-BENZ,C-220-D,134,Diesel,,0.134
165569,MERCEDES-BENZ,C-220-d4MATIC,127,Diesel,,0.127
198069,Mercedes-Benz,C-220-d-4MATIC,140,Diesel,,0.14
179410,MERCEDES-BENZ,C-250,163,PETROL,,0.163
129047,MERCEDES-BENZ,C-250-BLUETEC-4MATIC,138,DIESEL,,0.138
198096,Mercedes-Benz,C-250-d,133,Diesel,,0.133
202133,MERCEDES-BENZ,C-250-D-4MATIC,137,DIESEL,,0.137
202091,MERCEDES-BENZ,C-300,161,PETROL,,0.161
145689,MERCEDES-BENZ,C-300-4,157,PETROL,,0.157
145627,MERCEDES-BENZ,C-300-4MATIC,259,PETROL,,0.259
123147,MERCEDES-BENZ,C-300-4MATIC-C,254,PETROL,,0.254
271988,MERCEDES-BENZ,C-300-BLUETEC-HYBRID,108,Diesel,,0.108
202139,MERCEDES-BENZ,C-300-H,106,DIESEL,,0.106
145692,MERCEDES-BENZ,C-300-L,164,PETROL,,0.164
253557,MERCEDES-BENZ,C-350,180,Diesel,,0.18
129080,MERCEDES-BENZ,C-350-E,227,PETROL,,0.227
129082,MERCEDES-BENZ,C-350-HYBRID-PLUS,69,PETROL-electric,,0.069
395728,MERCEDES-BENZ,C-400,181,PETROL,,0.181
198092,Mercedes-Benz,C-400-4MATIC,189,PETROL,,0.189
253582,MERCEDES-BENZ,C-450,185,PETROL,,0.185
129095,MERCEDES-BENZ,C-450-4MATIC,192,PETROL,,0.192
151235,MERCEDES-BENZ,C-450-4MATIC-AMG-SPORT,198,PETROL,,0.198
420074,MERCEDES-BENZ,C-63,200,PETROL,,0.2
129099,MERCEDES-BENZ,C-63-AMG,200,PETROL,,0.2
129101,MERCEDES-BENZ,C-63-AMG-S,192,PETROL,,0.192
309174,MERCEDES-BENZ,CITAN,147,PETROL,,0.147
142217,MERCEDES-BENZ,CITAN-108-CDI-L,112,Diesel,,0.112
226349,MERCEDES-BENZ,Citan-109-CDI,112,DIESEL,,0.112
142213,MERCEDES-BENZ,CITAN-109-CDI-L,116,Diesel,,0.116
222666,MERCEDES-BENZ,Citan-111-CDI,123,DIESEL,,0.123
142210,MERCEDES-BENZ,CITAN-111-CDI-L,119,Diesel,,0.119
142211,MERCEDES-BENZ,CITAN-111-CDI-XL,119,Diesel,,0.119
142215,MERCEDES-BENZ,CITAN-112-L,147,PETROL,,0.147
234949,MERCEDES-BENZ,CL,111,Diesel,,0.111
424328,MERCEDES-BENZ,CL-500,288,PETROL,,0.288
247790,MERCEDES-BENZ,CLA,165,PETROL,,0.165
11946,MERCEDES-BENZ,CLA-/-180-/,128,PETROL,,0.128
11950,MERCEDES-BENZ,CLA-/-180-/-D,104,Diesel,,0.104
11954,MERCEDES-BENZ,CLA-/-200-/,129,PETROL,,0.129
11956,MERCEDES-BENZ,CLA-/-200-/-AUT.,124,PETROL,,0.124
11957,MERCEDES-BENZ,CLA-/-200-/-CDI-AUT.,105,Diesel,,0.105
11958,MERCEDES-BENZ,CLA-/-200-/-D,111,Diesel,,0.111
11963,MERCEDES-BENZ,CLA-/-200-/-D-4-MATIC-AUT.,126,Diesel,,0.126
11967,MERCEDES-BENZ,CLA-/-200-/-D-AUT.,111,Diesel,,0.111
11969,MERCEDES-BENZ,CLA-/-220-/-D-4-MATIC-AUT.,126,Diesel,,0.126
11974,MERCEDES-BENZ,CLA-/-220-/-D-AUT.,112,Diesel,,0.112
11981,MERCEDES-BENZ,CLA-/-45-AMG/-4-MATIC-AUT.,171,PETROL,,0.171
224873,MERCEDES-BENZ,CLA-180,142,PETROL,,0.142
218817,MERCEDES-BENZ,CLA-180-CDI,109,DIESEL,,0.109
212129,Mercedes-Benz,CLA-180-d,114,Diesel,,0.114
140474,MERCEDES-BENZ,CLA-200,142,PETROL,,0.142
203293,Mercedes-Benz,CLA-200-CDI,118,Diesel,,0.118
286323,Mercedes-Benz,CLA-200-CDI-4MATIC,127,Diesel,,0.127
212111,Mercedes-Benz,CLA-200-d,115,Diesel,,0.115
207533,Mercedes-Benz,CLA-200-d-4MATIC,131,Diesel,,0.131
409617,MERCEDES-BENZ,CLA-220,156,PETROL,,0.156
230260,MERCEDES-BENZ,CLA-220-4MATIC,158,PETROL,,0.158
218840,MERCEDES-BENZ,CLA-220-CDI-4MATIC,123,DIESEL,,0.123
409624,MERCEDES-BENZ,CLA-220-D,127,Diesel,,0.127
140484,MERCEDES-BENZ,CLA-220-D-4MATIC,132,DIESEL,,0.132
409611,MERCEDES-BENZ,CLA-250,160,PETROL,,0.16
145628,MERCEDES-BENZ,CLA-250-4MATIC,235,PETROL,,0.235
409618,MERCEDES-BENZ,CLA-45,162,PETROL,,0.162
409619,MERCEDES-BENZ,CLA-45-AMG,165,PETROL,,0.165
218807,MERCEDES-BENZ,CLA-45-AMG-4MATIC,165,PETROL,,0.165
419528,MERCEDES-BENZ,CLASSE-A,171,PETROL,,0.171
424938,MERCEDES-BENZ,CLASSE-B,158,PETROL,,0.158
419617,MERCEDES-BENZ,CLASSE-CLA,171,PETROL,,0.171
434882,MERCEDES-BENZ,CLASSE-E,216,PETROL,,0.216
445031,MERCEDES-BENZ,CLASSE-G,397,PETROL,,0.397
440328,MERCEDES-BENZ,CLASSE-GL,209,Diesel,,0.209
429768,MERCEDES-BENZ,CLASSE-GLC,203,PETROL,,0.203
440360,MERCEDES-BENZ,CLASSE-GLE,278,PETROL,,0.278
424990,MERCEDES-BENZ,CLASSE-GLK,162,Diesel,,0.162
444906,MERCEDES-BENZ,CLASSE-GLS,288,PETROL,,0.288
440326,MERCEDES-BENZ,CLASSE-M,276,PETROL,,0.276
393926,MERCEDES-BENZ,CLASSE-S,279,PETROL,,0.279
445052,MERCEDES-BENZ,CLASSE-SL,279,PETROL,,0.279
440296,MERCEDES-BENZ,CLASSE-SLC,178,PETROL,,0.178
440289,MERCEDES-BENZ,CLASSE-SLK,167,PETROL,,0.167
440055,MERCEDES-BENZ,CLASSE-V,177,Diesel,,0.177
226356,MERCEDES-BENZ,Classe-V-220d,159,DIESEL,,0.159
226347,MERCEDES-BENZ,Classe-V-250d,158,DIESEL,,0.158
253604,MERCEDES-BENZ,CLS,190,PETROL,,0.19
